System,Vendor,Model,firmware,config,Interface,wiring/ topology,number of channels used,which channel(s)
DGX-Station-A100_A100-SXM-80GBx4_TRT_MaxQ,Yokogawa,WT-333E,F1.04,single channel,ethernet,V3A3,1,1
