"NF5488A5 (8x A100-SXM-80GB, TensorRT)"	A100-SXM-80GBx8_TRT	Inspur	closed	datacenter	available	1	AMD EPYC 7742	2	64					2 TB	11.7 TB + 448GB*2	NVMe SSD + M.2			8	NVIDIA A100-SXM-80GB					80 GB					"TensorRT 8.0.1, CUDA 11.3"	Ubuntu 20.04.2	"TensorRT 8.0.1, CUDA 11.3, cuDNN 8.2.1, Driver 470.57.02, DALI 0.31.0"
"NF5688M6 (8x A100-SXM-80GB, TensorRT)"	A100-SXM-80GBx8_TRT	Inspur	closed	datacenter	available	1	Intel(R) Xeon(R) Platinum 8358	2	32					2 TB	28 TB + 448GB*2	NVMe SSD + M.2			8	NVIDIA A100-SXM-80GB					80 GB					"TensorRT 8.0.1, CUDA 11.3"	Ubuntu 20.04.2	"TensorRT 8.0.1, CUDA 11.3, cuDNN 8.2.1, Driver 470.57.02, DALI 0.31.0"
"NF5488A5 (1x A100-SXM-80GB, TensorRT)"	A100-SXM-80GBx1_TRT	Inspur	closed	edge	available	1	AMD EPYC 7742	2	64					2 TB	11.7 TB + 448GB*2	NVMe SSD + M.2			1	NVIDIA A100-SXM-80GB					80 GB					"TensorRT 8.0.1, CUDA 11.3"	Ubuntu 20.04.2	"TensorRT 8.0.1, CUDA 11.3, cuDNN 8.2.1, Driver 470.57.02, DALI 0.31.0"
"NF5488A5 (1x A100-SXM-80GB, TensorRT, Triton)"	A100-SXM-80GBx1_TRT	Inspur	closed	edge	available	1	AMD EPYC 7742	2	64					2 TB	11.7 TB + 448GB*2	NVMe SSD + M.2			1	NVIDIA A100-SXM-80GB					80 GB					"TensorRT 8.0.1, CUDA 11.3"	Ubuntu 20.04.2	"TensorRT 8.0.1, CUDA 11.3, cuDNN 8.2.1, Driver 470.57.02, DALI 0.31.0, Triton 21.07"
"NF5688M6 (1x A100-SXM-80GB, TensorRT)"	A100-SXM-80GBx1_TRT	Inspur	closed	edge	available	1	Intel(R) Xeon(R) Platinum 8358	2	32					2 TB	28 TB + 448GB*2	NVMe SSD + M.2			8	NVIDIA A100-SXM-80GB					80 GB					"TensorRT 8.0.1, CUDA 11.3"	Ubuntu 20.04.2	"TensorRT 8.0.1, CUDA 11.3, cuDNN 8.2.1, Driver 470.57.02, DALI 0.31.0"
"NF5688M6 (1x A100-SXM-80GB, TensorRT, Triton)"	A100-SXM-80GBx1_TRT	Inspur	closed	edge	available	1	Intel(R) Xeon(R) Platinum 8358	2	32					2 TB	28 TB + 448GB*2	NVMe SSD + M.2			8	NVIDIA A100-SXM-80GB					80 GB					"TensorRT 8.0.1, CUDA 11.3"	Ubuntu 20.04.2	"TensorRT 8.0.1, CUDA 11.3, cuDNN 8.2.1, Driver 470.57.02, DALI 0.31.0, Triton 21.07"
"NE5260M5 (2x A100-PCIe, TensorRT)"	A100-PCIe	Inspur	closed	edge	available	1	Intel(R) Xeon(R) Gold 6258R	2	28					1 TB	2.9 TB*2	NVMe SSD			2	NVIDIA A100-PCIe					40 GB					"TensorRT 8.0.1, CUDA 11.3"	Ubuntu 20.04.2	"TensorRT 8.0.1, CUDA 11.3, cuDNN 8.2.1, Driver 470.57.02, DALI 0.31.0"
"NE5260M5 (2x A100-PCIe, TensorRT, MaxQ)"	A100-PCIe	Inspur	closed	edge	available	1	Intel(R) Xeon(R) Gold 6258R	2	28					1 TB	2.9 TB*2	NVMe SSD			2	NVIDIA A100-PCIe					40 GB					"TensorRT 8.0.1, CUDA 11.3"	Ubuntu 20.04.2	"TensorRT 8.0.1, CUDA 11.3, cuDNN 8.2.1, Driver 470.57.02, DALI 0.31.0"
"NE5260M5 (2x A100-PCIe, TensorRT, Triton)"	A100-PCIe	Inspur	closed	edge	available	1	Intel(R) Xeon(R) Gold 6258R	2	28					1 TB	2.9 TB*2	NVMe SSD			2	NVIDIA A100-PCIe					40 GB					"TensorRT 8.0.1, CUDA 11.3"	Ubuntu 20.04.2	"TensorRT 8.0.1, CUDA 11.3, cuDNN 8.2.1, Driver 470.57.02, DALI 0.31.0, Triton 21.07"
